hs6,hs6_description,ucc,ucc_description,confidence,confidence_score,match_method,notes
291817,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), 2,2-Diphenyl-2-hydroxyacetic acid (benzilic acid)",270104,PHONE CARDS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291817,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), 2,2-Diphenyl-2-hydroxyacetic acid (benzilic acid)",320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291817,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), 2,2-Diphenyl-2-hydroxyacetic acid (benzilic acid)",340210,BABYSITTING AND CHILD CARE,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291817,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), 2,2-Diphenyl-2-hydroxyacetic acid (benzilic acid)",340906,"CARE FOR ELDERLY, INVALIDS, HANDICAPPED, ETC.",MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291817,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), 2,2-Diphenyl-2-hydroxyacetic acid (benzilic acid)",340910,ADULT DAY CARE CENTERS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291817,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), 2,2-Diphenyl-2-hydroxyacetic acid (benzilic acid)",450110,NEW CARS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291818,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), chlorobenzilate (ISO)",320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,MEDIUM,70,semantic_category,semantic_category: multiple matches (2)
291818,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), chlorobenzilate (ISO)",340210,BABYSITTING AND CHILD CARE,MEDIUM,70,semantic_category,semantic_category: multiple matches (2)
291818,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), chlorobenzilate (ISO)",450350,CAR/TRUCK LEASE PAYMENTS,MEDIUM,70,semantic_category,semantic_category: multiple matches (2)
291818,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), chlorobenzilate (ISO)",450353,CASH DOWNPAYMENT CAR/TRUCK LEASE,MEDIUM,70,semantic_category,semantic_category: multiple matches (2)
291818,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), chlorobenzilate (ISO)",480213,"PARTS, EQUIPMENT, AND ACCESSORIES",MEDIUM,70,semantic_category,semantic_category: multiple matches (2)
291818,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), chlorobenzilate (ISO)",580901,MEDICARE PAYMENTS,MEDIUM,70,semantic_category,semantic_category: multiple matches (2)
291818,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), chlorobenzilate (ISO)",580903,COMMERCIAL MEDICARE SUPPLEMENT (NOT BCBS),MEDIUM,70,semantic_category,semantic_category: multiple matches (2)
291818,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), chlorobenzilate (ISO)",580904,COMMERCIAL MEDICARE SUPPLEMENT (BCBS),MEDIUM,70,semantic_category,semantic_category: multiple matches (2)
291818,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), chlorobenzilate (ISO)",660901,"SCHOOL BOOKS, SUPPLIES, EQUIPMENT FOR DAY CARE, NURSERY",MEDIUM,70,semantic_category,semantic_category: multiple matches (2)
291818,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), chlorobenzilate (ISO)",800910,DEDUCTIONS FOR GOVERNMENT RETIREMENT,MEDIUM,70,semantic_category,semantic_category: multiple matches (2)
291818,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), chlorobenzilate (ISO)",280110,BATHROOM LINENS,LOW,35,semantic_similarity,semantic_similarity: related: textile products
291818,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), chlorobenzilate (ISO)",280140,"KITCHEN, DINING ROOM, OTHER LINENS",LOW,35,semantic_similarity,semantic_similarity: related: textile products
291818,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), chlorobenzilate (ISO)",280210,CURTAINS AND DRAPERIES,LOW,35,semantic_similarity,semantic_similarity: related: textile products
291818,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), chlorobenzilate (ISO)",320233,CLOCKS AND OTHER HOUSEHOLD DECORATIVE ITEMS,LOW,35,semantic_similarity,semantic_similarity: related: textile products
291818,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), chlorobenzilate (ISO)",320345,"DINNERWARE, GLASSWARE, SERVING PIECES",LOW,35,semantic_similarity,semantic_similarity: related: textile products
291819,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), other than lactic, tartaric, citric, and gluconic acids and their salts and esters",060210,FRESH AND FROZEN CHICKEN PARTS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291819,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), other than lactic, tartaric, citric, and gluconic acids and their salts and esters",170210,OTHER CARBONATED DRINKS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291819,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), other than lactic, tartaric, citric, and gluconic acids and their salts and esters",170510,"NONCARBONATED FRUIT FLAVORED DRINKS, INCLUDING",MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291819,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), other than lactic, tartaric, citric, and gluconic acids and their salts and esters",170531,OTHER NONCARBONATED BEVERAGES AND ICE,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291819,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), other than lactic, tartaric, citric, and gluconic acids and their salts and esters",270104,PHONE CARDS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291819,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), other than lactic, tartaric, citric, and gluconic acids and their salts and esters",320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291819,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), other than lactic, tartaric, citric, and gluconic acids and their salts and esters",340210,BABYSITTING AND CHILD CARE,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291819,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), other than lactic, tartaric, citric, and gluconic acids and their salts and esters",340906,"CARE FOR ELDERLY, INVALIDS, HANDICAPPED, ETC.",MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291819,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), other than lactic, tartaric, citric, and gluconic acids and their salts and esters",340910,ADULT DAY CARE CENTERS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291819,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), other than lactic, tartaric, citric, and gluconic acids and their salts and esters",450110,NEW CARS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291821,"Acids; carboxylic acids, (with phenol function but without other oxygen function), salicylic acid and its salts",060210,FRESH AND FROZEN CHICKEN PARTS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291821,"Acids; carboxylic acids, (with phenol function but without other oxygen function), salicylic acid and its salts",170210,OTHER CARBONATED DRINKS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291821,"Acids; carboxylic acids, (with phenol function but without other oxygen function), salicylic acid and its salts",170510,"NONCARBONATED FRUIT FLAVORED DRINKS, INCLUDING",MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291821,"Acids; carboxylic acids, (with phenol function but without other oxygen function), salicylic acid and its salts",170531,OTHER NONCARBONATED BEVERAGES AND ICE,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291821,"Acids; carboxylic acids, (with phenol function but without other oxygen function), salicylic acid and its salts",270104,PHONE CARDS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291821,"Acids; carboxylic acids, (with phenol function but without other oxygen function), salicylic acid and its salts",320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291821,"Acids; carboxylic acids, (with phenol function but without other oxygen function), salicylic acid and its salts",340210,BABYSITTING AND CHILD CARE,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291821,"Acids; carboxylic acids, (with phenol function but without other oxygen function), salicylic acid and its salts",340906,"CARE FOR ELDERLY, INVALIDS, HANDICAPPED, ETC.",MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291821,"Acids; carboxylic acids, (with phenol function but without other oxygen function), salicylic acid and its salts",340910,ADULT DAY CARE CENTERS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291821,"Acids; carboxylic acids, (with phenol function but without other oxygen function), salicylic acid and its salts",450110,NEW CARS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291822,"Acids; carboxylic acids, (with phenol function but without other oxygen function), o-acetylsalicylic acid, its salts and esters",060210,FRESH AND FROZEN CHICKEN PARTS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291822,"Acids; carboxylic acids, (with phenol function but without other oxygen function), o-acetylsalicylic acid, its salts and esters",170210,OTHER CARBONATED DRINKS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291822,"Acids; carboxylic acids, (with phenol function but without other oxygen function), o-acetylsalicylic acid, its salts and esters",170510,"NONCARBONATED FRUIT FLAVORED DRINKS, INCLUDING",MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291822,"Acids; carboxylic acids, (with phenol function but without other oxygen function), o-acetylsalicylic acid, its salts and esters",170531,OTHER NONCARBONATED BEVERAGES AND ICE,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291822,"Acids; carboxylic acids, (with phenol function but without other oxygen function), o-acetylsalicylic acid, its salts and esters",270104,PHONE CARDS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291822,"Acids; carboxylic acids, (with phenol function but without other oxygen function), o-acetylsalicylic acid, its salts and esters",320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291822,"Acids; carboxylic acids, (with phenol function but without other oxygen function), o-acetylsalicylic acid, its salts and esters",340210,BABYSITTING AND CHILD CARE,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291822,"Acids; carboxylic acids, (with phenol function but without other oxygen function), o-acetylsalicylic acid, its salts and esters",340906,"CARE FOR ELDERLY, INVALIDS, HANDICAPPED, ETC.",MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291822,"Acids; carboxylic acids, (with phenol function but without other oxygen function), o-acetylsalicylic acid, its salts and esters",340910,ADULT DAY CARE CENTERS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291822,"Acids; carboxylic acids, (with phenol function but without other oxygen function), o-acetylsalicylic acid, its salts and esters",450110,NEW CARS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291823,"Acids; carboxylic acids, (with phenol function but without other oxygen function), other esters of salicylic acid and its salts n.e.c. in item no. 2918.2",060210,FRESH AND FROZEN CHICKEN PARTS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291823,"Acids; carboxylic acids, (with phenol function but without other oxygen function), other esters of salicylic acid and its salts n.e.c. in item no. 2918.2",170210,OTHER CARBONATED DRINKS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291823,"Acids; carboxylic acids, (with phenol function but without other oxygen function), other esters of salicylic acid and its salts n.e.c. in item no. 2918.2",170510,"NONCARBONATED FRUIT FLAVORED DRINKS, INCLUDING",MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291823,"Acids; carboxylic acids, (with phenol function but without other oxygen function), other esters of salicylic acid and its salts n.e.c. in item no. 2918.2",170531,OTHER NONCARBONATED BEVERAGES AND ICE,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291823,"Acids; carboxylic acids, (with phenol function but without other oxygen function), other esters of salicylic acid and its salts n.e.c. in item no. 2918.2",270104,PHONE CARDS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291823,"Acids; carboxylic acids, (with phenol function but without other oxygen function), other esters of salicylic acid and its salts n.e.c. in item no. 2918.2",320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291823,"Acids; carboxylic acids, (with phenol function but without other oxygen function), other esters of salicylic acid and its salts n.e.c. in item no. 2918.2",340210,BABYSITTING AND CHILD CARE,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291823,"Acids; carboxylic acids, (with phenol function but without other oxygen function), other esters of salicylic acid and its salts n.e.c. in item no. 2918.2",340906,"CARE FOR ELDERLY, INVALIDS, HANDICAPPED, ETC.",MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291823,"Acids; carboxylic acids, (with phenol function but without other oxygen function), other esters of salicylic acid and its salts n.e.c. in item no. 2918.2",340910,ADULT DAY CARE CENTERS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291823,"Acids; carboxylic acids, (with phenol function but without other oxygen function), other esters of salicylic acid and its salts n.e.c. in item no. 2918.2",450110,NEW CARS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291829,"Acids; carboxylic acids, (with phenol function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives, n.e.c. in item no. 2918.2",060210,FRESH AND FROZEN CHICKEN PARTS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291829,"Acids; carboxylic acids, (with phenol function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives, n.e.c. in item no. 2918.2",170210,OTHER CARBONATED DRINKS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291829,"Acids; carboxylic acids, (with phenol function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives, n.e.c. in item no. 2918.2",170510,"NONCARBONATED FRUIT FLAVORED DRINKS, INCLUDING",MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291829,"Acids; carboxylic acids, (with phenol function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives, n.e.c. in item no. 2918.2",170531,OTHER NONCARBONATED BEVERAGES AND ICE,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291829,"Acids; carboxylic acids, (with phenol function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives, n.e.c. in item no. 2918.2",270104,PHONE CARDS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291829,"Acids; carboxylic acids, (with phenol function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives, n.e.c. in item no. 2918.2",320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291829,"Acids; carboxylic acids, (with phenol function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives, n.e.c. in item no. 2918.2",340210,BABYSITTING AND CHILD CARE,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291829,"Acids; carboxylic acids, (with phenol function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives, n.e.c. in item no. 2918.2",340906,"CARE FOR ELDERLY, INVALIDS, HANDICAPPED, ETC.",MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291829,"Acids; carboxylic acids, (with phenol function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives, n.e.c. in item no. 2918.2",340910,ADULT DAY CARE CENTERS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291829,"Acids; carboxylic acids, (with phenol function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives, n.e.c. in item no. 2918.2",450110,NEW CARS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291830,"Acids; carboxylic acids, (with aldehyde or ketone function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives",060210,FRESH AND FROZEN CHICKEN PARTS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291830,"Acids; carboxylic acids, (with aldehyde or ketone function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives",170210,OTHER CARBONATED DRINKS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291830,"Acids; carboxylic acids, (with aldehyde or ketone function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives",170510,"NONCARBONATED FRUIT FLAVORED DRINKS, INCLUDING",MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291830,"Acids; carboxylic acids, (with aldehyde or ketone function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives",170531,OTHER NONCARBONATED BEVERAGES AND ICE,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291830,"Acids; carboxylic acids, (with aldehyde or ketone function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives",270104,PHONE CARDS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291830,"Acids; carboxylic acids, (with aldehyde or ketone function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives",320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291830,"Acids; carboxylic acids, (with aldehyde or ketone function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives",340210,BABYSITTING AND CHILD CARE,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291830,"Acids; carboxylic acids, (with aldehyde or ketone function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives",340906,"CARE FOR ELDERLY, INVALIDS, HANDICAPPED, ETC.",MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291830,"Acids; carboxylic acids, (with aldehyde or ketone function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives",340910,ADULT DAY CARE CENTERS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291830,"Acids; carboxylic acids, (with aldehyde or ketone function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives",450110,NEW CARS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291891,"Acids; carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids; 2,4,5-T (ISO) (2,4,5-trichlorophenoxyacetic acid), its salts and esters",060210,FRESH AND FROZEN CHICKEN PARTS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291891,"Acids; carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids; 2,4,5-T (ISO) (2,4,5-trichlorophenoxyacetic acid), its salts and esters",170210,OTHER CARBONATED DRINKS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291891,"Acids; carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids; 2,4,5-T (ISO) (2,4,5-trichlorophenoxyacetic acid), its salts and esters",170510,"NONCARBONATED FRUIT FLAVORED DRINKS, INCLUDING",MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291891,"Acids; carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids; 2,4,5-T (ISO) (2,4,5-trichlorophenoxyacetic acid), its salts and esters",170531,OTHER NONCARBONATED BEVERAGES AND ICE,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291891,"Acids; carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids; 2,4,5-T (ISO) (2,4,5-trichlorophenoxyacetic acid), its salts and esters",270104,PHONE CARDS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291891,"Acids; carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids; 2,4,5-T (ISO) (2,4,5-trichlorophenoxyacetic acid), its salts and esters",320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291891,"Acids; carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids; 2,4,5-T (ISO) (2,4,5-trichlorophenoxyacetic acid), its salts and esters",340210,BABYSITTING AND CHILD CARE,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291891,"Acids; carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids; 2,4,5-T (ISO) (2,4,5-trichlorophenoxyacetic acid), its salts and esters",340906,"CARE FOR ELDERLY, INVALIDS, HANDICAPPED, ETC.",MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291891,"Acids; carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids; 2,4,5-T (ISO) (2,4,5-trichlorophenoxyacetic acid), its salts and esters",340910,ADULT DAY CARE CENTERS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291891,"Acids; carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids; 2,4,5-T (ISO) (2,4,5-trichlorophenoxyacetic acid), its salts and esters",450110,NEW CARS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291899,"Acids; carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives; other than 2,4,5-T (ISO)",060210,FRESH AND FROZEN CHICKEN PARTS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291899,"Acids; carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives; other than 2,4,5-T (ISO)",170210,OTHER CARBONATED DRINKS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291899,"Acids; carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives; other than 2,4,5-T (ISO)",170510,"NONCARBONATED FRUIT FLAVORED DRINKS, INCLUDING",MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291899,"Acids; carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives; other than 2,4,5-T (ISO)",170531,OTHER NONCARBONATED BEVERAGES AND ICE,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291899,"Acids; carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives; other than 2,4,5-T (ISO)",270104,PHONE CARDS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291899,"Acids; carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives; other than 2,4,5-T (ISO)",320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291899,"Acids; carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives; other than 2,4,5-T (ISO)",340210,BABYSITTING AND CHILD CARE,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291899,"Acids; carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives; other than 2,4,5-T (ISO)",340906,"CARE FOR ELDERLY, INVALIDS, HANDICAPPED, ETC.",MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291899,"Acids; carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives; other than 2,4,5-T (ISO)",340910,ADULT DAY CARE CENTERS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
291899,"Acids; carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives; other than 2,4,5-T (ISO)",450110,NEW CARS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
292011,"Esters; thiophosphoric esters (phosphorothioates) and their salts, their halogenated, sulphonated, nitrated or nitrosated derivatives, parathion (ISO) and parathion-methyl (ISO) (methyl-parathion)",010110,FLOUR,MEDIUM,65,semantic_category,semantic_category: both in 'food_grains'
292011,"Esters; thiophosphoric esters (phosphorothioates) and their salts, their halogenated, sulphonated, nitrated or nitrosated derivatives, parathion (ISO) and parathion-methyl (ISO) (methyl-parathion)",010120,PREPARED FLOUR MIXES,MEDIUM,65,semantic_category,semantic_category: both in 'food_grains'
292011,"Esters; thiophosphoric esters (phosphorothioates) and their salts, their halogenated, sulphonated, nitrated or nitrosated derivatives, parathion (ISO) and parathion-methyl (ISO) (methyl-parathion)",010210,READY-TO-EAT AND COOKED CEREALS,MEDIUM,65,semantic_category,semantic_category: both in 'food_grains'
292011,"Esters; thiophosphoric esters (phosphorothioates) and their salts, their halogenated, sulphonated, nitrated or nitrosated derivatives, parathion (ISO) and parathion-methyl (ISO) (methyl-parathion)",010310,RICE,MEDIUM,65,semantic_category,semantic_category: both in 'food_grains'
292011,"Esters; thiophosphoric esters (phosphorothioates) and their salts, their halogenated, sulphonated, nitrated or nitrosated derivatives, parathion (ISO) and parathion-methyl (ISO) (methyl-parathion)",010320,"PASTA, CORNMEAL AND OTHER CEREAL PRODUCTS",MEDIUM,65,semantic_category,semantic_category: both in 'food_grains'
292011,"Esters; thiophosphoric esters (phosphorothioates) and their salts, their halogenated, sulphonated, nitrated or nitrosated derivatives, parathion (ISO) and parathion-methyl (ISO) (methyl-parathion)",020110,WHITE BREAD,MEDIUM,65,semantic_category,semantic_category: both in 'food_grains'
292011,"Esters; thiophosphoric esters (phosphorothioates) and their salts, their halogenated, sulphonated, nitrated or nitrosated derivatives, parathion (ISO) and parathion-methyl (ISO) (methyl-parathion)",020210,"BREAD, OTHER THAN WHITE",MEDIUM,65,semantic_category,semantic_category: both in 'food_grains'
292011,"Esters; thiophosphoric esters (phosphorothioates) and their salts, their halogenated, sulphonated, nitrated or nitrosated derivatives, parathion (ISO) and parathion-methyl (ISO) (methyl-parathion)",020620,BREAD AND CRACKER PRODUCTS,MEDIUM,65,semantic_category,semantic_category: both in 'food_grains'
292011,"Esters; thiophosphoric esters (phosphorothioates) and their salts, their halogenated, sulphonated, nitrated or nitrosated derivatives, parathion (ISO) and parathion-methyl (ISO) (methyl-parathion)",050900,"MUTTON, GOAT AND GAME",MEDIUM,65,semantic_category,semantic_category: both in 'food_grains'
292011,"Esters; thiophosphoric esters (phosphorothioates) and their salts, their halogenated, sulphonated, nitrated or nitrosated derivatives, parathion (ISO) and parathion-methyl (ISO) (methyl-parathion)",140220,CANNED CORN,MEDIUM,65,semantic_category,semantic_category: both in 'food_grains'
292019,Esters; thiophosphoric esters (phosphorothioates) and their salts; other than parathion (ISO) and parathion-methyl (ISO) (methyl-parathion),010110,FLOUR,MEDIUM,65,semantic_category,semantic_category: both in 'food_grains'
